"age","sex","year","contents","10211: Population, by age, sex, year and contents"
"F00-04 0-4 years","2 Females","1988","Persons",126363
"F00-04 0-4 years","2 Females","1989","Persons",130317
"F00-04 0-4 years","2 Females","1990","Persons",134280
"F00-04 0-4 years","2 Females","1991","Persons",138831
"F00-04 0-4 years","2 Females","1992","Persons",142935
"F00-04 0-4 years","2 Females","1993","Persons",145673
"F00-04 0-4 years","2 Females","1994","Persons",147352
"F00-04 0-4 years","2 Females","1995","Persons",147659
"F00-04 0-4 years","2 Females","1996","Persons",147380
"F00-04 0-4 years","2 Females","1997","Persons",147181
"F00-04 0-4 years","2 Females","1998","Persons",147273
"F00-04 0-4 years","2 Females","1999","Persons",146867
"F00-04 0-4 years","2 Females","2000","Persons",147129
"F00-04 0-4 years","2 Females","2001","Persons",146530
"F00-04 0-4 years","2 Females","2002","Persons",144453
"F00-04 0-4 years","2 Females","2003","Persons",142916
"F00-04 0-4 years","2 Females","2004","Persons",142108
"F00-04 0-4 years","2 Females","2005","Persons",141394
"F00-04 0-4 years","2 Females","2006","Persons",140709
"F00-04 0-4 years","2 Females","2007","Persons",141812
"F00-04 0-4 years","2 Females","2008","Persons",143573
"F00-04 0-4 years","2 Females","2009","Persons",145616
"F00-04 0-4 years","2 Females","2010","Persons",148046
"F00-04 0-4 years","2 Females","2011","Persons",150374
"F00-04 0-4 years","2 Females","2012","Persons",151104
"F00-04 0-4 years","2 Females","2013","Persons",152356
"F00-04 0-4 years","2 Females","2014","Persons",151895
"F00-04 0-4 years","2 Females","2015","Persons",150308
"F00-04 0-4 years","2 Females","2016","Persons",148675
"F00-04 0-4 years","2 Females","2017","Persons",147636
"F00-04 0-4 years","2 Females","2018","Persons",145662
"F00-04 0-4 years","2 Females","2019","Persons",143011
"F00-04 0-4 years","2 Females","2020","Persons",140650
"F00-04 0-4 years","2 Females","2021","Persons",137359
"F00-04 0-4 years","2 Females","2022","Persons",136253
"F05-09 5-9 years","0 Both sexes","1846","Persons",138645
"F05-09 5-9 years","0 Both sexes","1847","Persons",141936
"F05-09 5-9 years","0 Both sexes","1848","Persons",146138
"F05-09 5-9 years","0 Both sexes","1849","Persons",148946
"F05-09 5-9 years","0 Both sexes","1850","Persons",151483
"F05-09 5-9 years","0 Both sexes","1851","Persons",154618
"F05-09 5-9 years","0 Both sexes","1852","Persons",156943
"F05-09 5-9 years","0 Both sexes","1853","Persons",158793
"F05-09 5-9 years","0 Both sexes","1854","Persons",161042
"F05-09 5-9 years","0 Both sexes","1855","Persons",166845
"F05-09 5-9 years","0 Both sexes","1856","Persons",169895
"F05-09 5-9 years","0 Both sexes","1857","Persons",172633
"F05-09 5-9 years","0 Both sexes","1858","Persons",174078
"F05-09 5-9 years","0 Both sexes","1859","Persons",178091
"F05-09 5-9 years","0 Both sexes","1860","Persons",182672
"F05-09 5-9 years","0 Both sexes","1861","Persons",187958
"F05-09 5-9 years","0 Both sexes","1862","Persons",189983
"F05-09 5-9 years","0 Both sexes","1863","Persons",194054
"F05-09 5-9 years","0 Both sexes","1864","Persons",198099
"F05-09 5-9 years","0 Both sexes","1865","Persons",201356
"F05-09 5-9 years","0 Both sexes","1866","Persons",203094
"F05-09 5-9 years","0 Both sexes","1867","Persons",202790
"F05-09 5-9 years","0 Both sexes","1868","Persons",203886
"F05-09 5-9 years","0 Both sexes","1869","Persons",205855
"F05-09 5-9 years","0 Both sexes","1870","Persons",205012
"F05-09 5-9 years","0 Both sexes","1871","Persons",206749
"F05-09 5-9 years","0 Both sexes","1872","Persons",209846
"F05-09 5-9 years","0 Both sexes","1873","Persons",207149
"F05-09 5-9 years","0 Both sexes","1874","Persons",203490
"F05-09 5-9 years","0 Both sexes","1875","Persons",200093
"F05-09 5-9 years","0 Both sexes","1876","Persons",198327
"F05-09 5-9 years","0 Both sexes","1877","Persons",197690
"F05-09 5-9 years","0 Both sexes","1878","Persons",200206
"F05-09 5-9 years","0 Both sexes","1879","Persons",202809
"F05-09 5-9 years","0 Both sexes","1880","Persons",207427
"F05-09 5-9 years","0 Both sexes","1881","Persons",211691
"F05-09 5-9 years","0 Both sexes","1882","Persons",215491
"F05-09 5-9 years","0 Both sexes","1883","Persons",218492
"F05-09 5-9 years","0 Both sexes","1884","Persons",222271
"F05-09 5-9 years","0 Both sexes","1885","Persons",226289
"F05-09 5-9 years","0 Both sexes","1886","Persons",227251
"F05-09 5-9 years","0 Both sexes","1887","Persons",226627
"F05-09 5-9 years","0 Both sexes","1888","Persons",226665
"F05-09 5-9 years","0 Both sexes","1889","Persons",228180
"F05-09 5-9 years","0 Both sexes","1890","Persons",229918
"F05-09 5-9 years","0 Both sexes","1891","Persons",233800
"F05-09 5-9 years","0 Both sexes","1892","Persons",238240
"F05-09 5-9 years","0 Both sexes","1893","Persons",242414
"F05-09 5-9 years","0 Both sexes","1894","Persons",243249
"F05-09 5-9 years","0 Both sexes","1895","Persons",243196
"F05-09 5-9 years","0 Both sexes","1896","Persons",244972
"F05-09 5-9 years","0 Both sexes","1897","Persons",247823
"F05-09 5-9 years","0 Both sexes","1898","Persons",247979
"F05-09 5-9 years","0 Both sexes","1899","Persons",251444
"F05-09 5-9 years","0 Both sexes","1900","Persons",254727
"F05-09 5-9 years","0 Both sexes","1901","Persons",258790
"F05-09 5-9 years","0 Both sexes","1902","Persons",261806
"F05-09 5-9 years","0 Both sexes","1903","Persons",266495
"F05-09 5-9 years","0 Both sexes","1904","Persons",269778
"F05-09 5-9 years","0 Both sexes","1905","Persons",273433
"F05-09 5-9 years","0 Both sexes","1906","Persons",275270
"F05-09 5-9 years","0 Both sexes","1907","Persons",278447
"F05-09 5-9 years","0 Both sexes","1908","Persons",280501
"F05-09 5-9 years","0 Both sexes","1909","Persons",281394
"F05-09 5-9 years","0 Both sexes","1910","Persons",281364
"F05-09 5-9 years","0 Both sexes","1911","Persons",279832
"F05-09 5-9 years","0 Both sexes","1912","Persons",277998
"F05-09 5-9 years","0 Both sexes","1913","Persons",275867
"F05-09 5-9 years","0 Both sexes","1914","Persons",274862
"F05-09 5-9 years","0 Both sexes","1915","Persons",276384
"F05-09 5-9 years","0 Both sexes","1916","Persons",277524
"F05-09 5-9 years","0 Both sexes","1917","Persons",278101
"F05-09 5-9 years","0 Both sexes","1918","Persons",279826
"F05-09 5-9 years","0 Both sexes","1919","Persons",280798
"F05-09 5-9 years","0 Both sexes","1920","Persons",281075
"F05-09 5-9 years","0 Both sexes","1921","Persons",279885
"F05-09 5-9 years","0 Both sexes","1922","Persons",280133
"F05-09 5-9 years","0 Both sexes","1923","Persons",281820
"F05-09 5-9 years","0 Both sexes","1924","Persons",282867
"F05-09 5-9 years","0 Both sexes","1925","Persons",279573
"F05-09 5-9 years","0 Both sexes","1926","Persons",289170
"F05-09 5-9 years","0 Both sexes","1927","Persons",292230
"F05-09 5-9 years","0 Both sexes","1928","Persons",291764
"F05-09 5-9 years","0 Both sexes","1929","Persons",290950
"F05-09 5-9 years","0 Both sexes","1930","Persons",290465
"F05-09 5-9 years","0 Both sexes","1931","Persons",277540
"F05-09 5-9 years","0 Both sexes","1932","Persons",269793
"F05-09 5-9 years","0 Both sexes","1933","Persons",259636
"F05-09 5-9 years","0 Both sexes","1934","Persons",249679
"F05-09 5-9 years","0 Both sexes","1935","Persons",240868
"F05-09 5-9 years","0 Both sexes","1936","Persons",235244
"F05-09 5-9 years","0 Both sexes","1937","Persons",227280
"F05-09 5-9 years","0 Both sexes","1938","Persons",222491
"F05-09 5-9 years","0 Both sexes","1939","Persons",215331
"F05-09 5-9 years","0 Both sexes","1940","Persons",209605
"F05-09 5-9 years","0 Both sexes","1941","Persons",203723
"F05-09 5-9 years","0 Both sexes","1942","Persons",200989
"F05-09 5-9 years","0 Both sexes","1943","Persons",199498
"F05-09 5-9 years","0 Both sexes","1944","Persons",202477
"F05-09 5-9 years","0 Both sexes","1945","Persons",206949
"F05-09 5-9 years","0 Both sexes","1946","Persons",213047
"F05-09 5-9 years","0 Both sexes","1947","Persons",217923
"F05-09 5-9 years","0 Both sexes","1948","Persons",227150
"F05-09 5-9 years","0 Both sexes","1949","Persons",239025
"F05-09 5-9 years","0 Both sexes","1950","Persons",254496
"F05-09 5-9 years","0 Both sexes","1951","Persons",268163
"F05-09 5-9 years","0 Both sexes","1952","Persons",293094
"F05-09 5-9 years","0 Both sexes","1953","Persons",308322
"F05-09 5-9 years","0 Both sexes","1954","Persons",317875
"F05-09 5-9 years","0 Both sexes","1955","Persons",318941
"F05-09 5-9 years","0 Both sexes","1956","Persons",316772
"F05-09 5-9 years","0 Both sexes","1957","Persons",307775
"F05-09 5-9 years","0 Both sexes","1958","Persons",303404
"F05-09 5-9 years","0 Both sexes","1959","Persons",301455
"F05-09 5-9 years","0 Both sexes","1960","Persons",301794
"F05-09 5-9 years","0 Both sexes","1961","Persons",302972
"F05-09 5-9 years","0 Both sexes","1962","Persons",307151
"F05-09 5-9 years","0 Both sexes","1963","Persons",307683
"F05-09 5-9 years","0 Both sexes","1964","Persons",308139
"F05-09 5-9 years","0 Both sexes","1965","Persons",308471
"F05-09 5-9 years","0 Both sexes","1966","Persons",307064
"F05-09 5-9 years","0 Both sexes","1967","Persons",305882
"F05-09 5-9 years","0 Both sexes","1968","Persons",305498
"F05-09 5-9 years","0 Both sexes","1969","Persons",306200
"F05-09 5-9 years","0 Both sexes","1970","Persons",309037
"F05-09 5-9 years","0 Both sexes","1971","Persons",313535
"F05-09 5-9 years","0 Both sexes","1972","Persons",318422
"F05-09 5-9 years","0 Both sexes","1973","Persons",323906
"F05-09 5-9 years","0 Both sexes","1974","Persons",328646
"F05-09 5-9 years","0 Both sexes","1975","Persons",331622
"F05-09 5-9 years","0 Both sexes","1976","Persons",331124
"F05-09 5-9 years","0 Both sexes","1977","Persons",330628
"F05-09 5-9 years","0 Both sexes","1978","Persons",329159
"F05-09 5-9 years","0 Both sexes","1979","Persons",323571
"F05-09 5-9 years","0 Both sexes","1980","Persons",315915
"F05-09 5-9 years","0 Both sexes","1981","Persons",307817
"F05-09 5-9 years","0 Both sexes","1982","Persons",296265
"F05-09 5-9 years","0 Both sexes","1983","Persons",283300
"F05-09 5-9 years","0 Both sexes","1984","Persons",273881
"F05-09 5-9 years","0 Both sexes","1985","Persons",265810
"F05-09 5-9 years","0 Both sexes","1986","Persons",260882
"F05-09 5-9 years","0 Both sexes","1987","Persons",258593
"F05-09 5-9 years","0 Both sexes","1988","Persons",259518
"F05-09 5-9 years","0 Both sexes","1989","Persons",258465
"F05-09 5-9 years","0 Both sexes","1990","Persons",257499
"F05-09 5-9 years","0 Both sexes","1991","Persons",257573
"F05-09 5-9 years","0 Both sexes","1992","Persons",259484
"F05-09 5-9 years","0 Both sexes","1993","Persons",262737
"F05-09 5-9 years","0 Both sexes","1994","Persons",270923
"F05-09 5-9 years","0 Both sexes","1995","Persons",279771
"F05-09 5-9 years","0 Both sexes","1996","Persons",289471
"F05-09 5-9 years","0 Both sexes","1997","Persons",297711
"F05-09 5-9 years","0 Both sexes","1998","Persons",304239
"F05-09 5-9 years","0 Both sexes","1999","Persons",306890
"F05-09 5-9 years","0 Both sexes","2000","Persons",308824
"F05-09 5-9 years","0 Both sexes","2001","Persons",308148
"F05-09 5-9 years","0 Both sexes","2002","Persons",308089
"F05-09 5-9 years","0 Both sexes","2003","Persons",308525
"F05-09 5-9 years","0 Both sexes","2004","Persons",307614
"F05-09 5-9 years","0 Both sexes","2005","Persons",306938
"F05-09 5-9 years","0 Both sexes","2006","Persons",306108
"F05-09 5-9 years","0 Both sexes","2007","Persons",302194
"F05-09 5-9 years","0 Both sexes","2008","Persons",298961
"F05-09 5-9 years","0 Both sexes","2009","Persons",298937
"F05-09 5-9 years","0 Both sexes","2010","Persons",298473
"F05-09 5-9 years","0 Both sexes","2011","Persons",297779
"F05-09 5-9 years","0 Both sexes","2012","Persons",301069
"F05-09 5-9 years","0 Both sexes","2013","Persons",305702
"F05-09 5-9 years","0 Both sexes","2014","Persons",310750
"F05-09 5-9 years","0 Both sexes","2015","Persons",316235
"F05-09 5-9 years","0 Both sexes","2016","Persons",321181
"F05-09 5-9 years","0 Both sexes","2017","Persons",322811
"F05-09 5-9 years","0 Both sexes","2018","Persons",323672
"F05-09 5-9 years","0 Both sexes","2019","Persons",320053
"F05-09 5-9 years","0 Both sexes","2020","Persons",315295
"F05-09 5-9 years","0 Both sexes","2021","Persons",310573
"F05-09 5-9 years","0 Both sexes","2022","Persons",307674
"F05-09 5-9 years","1 Males","1846","Persons",69740
"F05-09 5-9 years","1 Males","1847","Persons",71353
"F05-09 5-9 years","1 Males","1848","Persons",73356
"F05-09 5-9 years","1 Males","1849","Persons",75067
"F05-09 5-9 years","1 Males","1850","Persons",76630
"F05-09 5-9 years","1 Males","1851","Persons",78399
"F05-09 5-9 years","1 Males","1852","Persons",79684
"F05-09 5-9 years","1 Males","1853","Persons",80700
"F05-09 5-9 years","1 Males","1854","Persons",81518
"F05-09 5-9 years","1 Males","1855","Persons",84479
"F05-09 5-9 years","1 Males","1856","Persons",85994
"F05-09 5-9 years","1 Males","1857","Persons",87403
"F05-09 5-9 years","1 Males","1858","Persons",88157
"F05-09 5-9 years","1 Males","1859","Persons",90591
"F05-09 5-9 years","1 Males","1860","Persons",92938
"F05-09 5-9 years","1 Males","1861","Persons",95629
"F05-09 5-9 years","1 Males","1862","Persons",96683
"F05-09 5-9 years","1 Males","1863","Persons",98805
"F05-09 5-9 years","1 Males","1864","Persons",100676
"F05-09 5-9 years","1 Males","1865","Persons",102419
"F05-09 5-9 years","1 Males","1866","Persons",103432
"F05-09 5-9 years","1 Males","1867","Persons",103036
"F05-09 5-9 years","1 Males","1868","Persons",103565
"F05-09 5-9 years","1 Males","1869","Persons",104586
"F05-09 5-9 years","1 Males","1870","Persons",104093
"F05-09 5-9 years","1 Males","1871","Persons",104764
"F05-09 5-9 years","1 Males","1872","Persons",106279
"F05-09 5-9 years","1 Males","1873","Persons",104908
"F05-09 5-9 years","1 Males","1874","Persons",103084
"F05-09 5-9 years","1 Males","1875","Persons",101255
"F05-09 5-9 years","1 Males","1876","Persons",100371
"F05-09 5-9 years","1 Males","1877","Persons",100119
"F05-09 5-9 years","1 Males","1878","Persons",101312
"F05-09 5-9 years","1 Males","1879","Persons",102308
"F05-09 5-9 years","1 Males","1880","Persons",104664
"F05-09 5-9 years","1 Males","1881","Persons",107108
"F05-09 5-9 years","1 Males","1882","Persons",108772
"F05-09 5-9 years","1 Males","1883","Persons",110641
"F05-09 5-9 years","1 Males","1884","Persons",112713
"F05-09 5-9 years","1 Males","1885","Persons",114889
"F05-09 5-9 years","1 Males","1886","Persons",115328
"F05-09 5-9 years","1 Males","1887","Persons",115339
"F05-09 5-9 years","1 Males","1888","Persons",115296
"F05-09 5-9 years","1 Males","1889","Persons",116205
"F05-09 5-9 years","1 Males","1890","Persons",117134
"F05-09 5-9 years","1 Males","1891","Persons",119157
"F05-09 5-9 years","1 Males","1892","Persons",121434
"F05-09 5-9 years","1 Males","1893","Persons",123589
"F05-09 5-9 years","1 Males","1894","Persons",124058
"F05-09 5-9 years","1 Males","1895","Persons",124114
"F05-09 5-9 years","1 Males","1896","Persons",124992
"F05-09 5-9 years","1 Males","1897","Persons",126310
"F05-09 5-9 years","1 Males","1898","Persons",126530
"F05-09 5-9 years","1 Males","1899","Persons",128351
"F05-09 5-9 years","1 Males","1900","Persons",129903
"F05-09 5-9 years","1 Males","1901","Persons",132107
"F05-09 5-9 years","1 Males","1902","Persons",133605
"F05-09 5-9 years","1 Males","1903","Persons",135480
"F05-09 5-9 years","1 Males","1904","Persons",136935
"F05-09 5-9 years","1 Males","1905","Persons",138826
"F05-09 5-9 years","1 Males","1906","Persons",139702
"F05-09 5-9 years","1 Males","1907","Persons",141241
"F05-09 5-9 years","1 Males","1908","Persons",142674
"F05-09 5-9 years","1 Males","1909","Persons",143266
"F05-09 5-9 years","1 Males","1910","Persons",143266
"F05-09 5-9 years","1 Males","1911","Persons",142536
"F05-09 5-9 years","1 Males","1912","Persons",141608
"F05-09 5-9 years","1 Males","1913","Persons",140294
"F05-09 5-9 years","1 Males","1914","Persons",139954
"F05-09 5-9 years","1 Males","1915","Persons",140769
"F05-09 5-9 years","1 Males","1916","Persons",141438
"F05-09 5-9 years","1 Males","1917","Persons",141723
"F05-09 5-9 years","1 Males","1918","Persons",142741
"F05-09 5-9 years","1 Males","1919","Persons",143109
"F05-09 5-9 years","1 Males","1920","Persons",143523
"F05-09 5-9 years","1 Males","1921","Persons",142647
"F05-09 5-9 years","1 Males","1922","Persons",142734
"F05-09 5-9 years","1 Males","1923","Persons",143520
"F05-09 5-9 years","1 Males","1924","Persons",143980
"F05-09 5-9 years","1 Males","1925","Persons",142395
"F05-09 5-9 years","1 Males","1926","Persons",147511
"F05-09 5-9 years","1 Males","1927","Persons",149002
"F05-09 5-9 years","1 Males","1928","Persons",148617
"F05-09 5-9 years","1 Males","1929","Persons",148316
"F05-09 5-9 years","1 Males","1930","Persons",147966
"F05-09 5-9 years","1 Males","1931","Persons",141328
"F05-09 5-9 years","1 Males","1932","Persons",137528
"F05-09 5-9 years","1 Males","1933","Persons",132488
"F05-09 5-9 years","1 Males","1934","Persons",127225
"F05-09 5-9 years","1 Males","1935","Persons",122688
"F05-09 5-9 years","1 Males","1936","Persons",119953
"F05-09 5-9 years","1 Males","1937","Persons",115795
"F05-09 5-9 years","1 Males","1938","Persons",113457
"F05-09 5-9 years","1 Males","1939","Persons",110146
"F05-09 5-9 years","1 Males","1940","Persons",107209
"F05-09 5-9 years","1 Males","1941","Persons",104037
"F05-09 5-9 years","1 Males","1942","Persons",102713
"F05-09 5-9 years","1 Males","1943","Persons",101936
"F05-09 5-9 years","1 Males","1944","Persons",103295
"F05-09 5-9 years","1 Males","1945","Persons",105386
"F05-09 5-9 years","1 Males","1946","Persons",108700
